1e-10 165821 6.72314e-13
1.02e-10 169138 6.94882e-13
1.0404e-10 172521 7.18197e-13
1.06121e-10 175971 7.42284e-13
1.08243e-10 179491 7.67166e-13
1.10408e-10 183080 7.92871e-13
1.12616e-10 186742 8.19425e-13
1.14869e-10 190477 8.46855e-13
1.17166e-10 194286 8.7519e-13
1.19509e-10 198172 9.0446e-13
1.21899e-10 202136 9.34694e-13
1.24337e-10 206178 9.65924e-13
1.26824e-10 210302 9.98182e-13
1.29361e-10 214508 1.0315e-12
1.31948e-10 218798 1.06592e-12
1.34587e-10 223174 1.10146e-12
1.37279e-10 227638 1.13818e-12
1.40024e-10 232191 1.1761e-12
1.42825e-10 236834 1.21526e-12
1.45681e-10 241571 1.25571e-12
1.48595e-10 246403 1.29749e-12
1.51567e-10 251331 1.34063e-12
1.54598e-10 256357 1.38518e-12
1.5769e-10 261485 1.4312e-12
1.60844e-10 266714 1.47872e-12
1.64061e-10 272049 1.52779e-12
1.67342e-10 277490 1.57846e-12
1.70689e-10 283040 1.63079e-12
1.74102e-10 288700 1.68483e-12
1.77584e-10 294475 1.74063e-12
1.81136e-10 300364 1.79824e-12
1.84759e-10 306371 1.85774e-12
1.88454e-10 312499 1.91917e-12
1.92223e-10 318749 1.9826e-12
1.96068e-10 325124 2.04809e-12
1.99989e-10 331627 2.11571e-12
2.03989e-10 338259 2.18553e-12
2.08069e-10 345024 2.25761e-12
2.1223e-10 351925 2.33203e-12
2.16474e-10 358964 2.40886e-12
2.20804e-10 366143 2.48818e-12
2.2522e-10 373466 2.57007e-12
2.29724e-10 380935 2.65461e-12
2.34319e-10 388554 2.74188e-12
2.39005e-10 396325 2.83198e-12
2.43785e-10 404252 2.92498e-12
2.48661e-10 412337 3.02099e-12
2.53634e-10 420584 3.12009e-12
2.58707e-10 428996 3.22238e-12
2.63881e-10 437576 3.32798e-12
2.69159e-10 446327 3.43697e-12
2.74542e-10 455254 3.54946e-12
2.80033e-10 464359 3.66558e-12
2.85633e-10 473647 3.78542e-12
2.91346e-10 483120 3.90911e-12
2.97173e-10 492782 4.03678e-12
3.03117e-10 502638 4.16853e-12
3.09179e-10 512691 4.30451e-12
3.15362e-10 522945 4.44484e-12
3.2167e-10 533404 4.58966e-12
3.28103e-10 544072 4.73912e-12
3.34665e-10 554954 4.89335e-12
3.41358e-10 566053 5.0525e-12
3.48186e-10 577374 5.21674e-12
3.55149e-10 588922 5.38621e-12
3.62252e-10 600701 5.56108e-12
3.69497e-10 612715 5.74153e-12
3.76887e-10 624969 5.92771e-12
3.84425e-10 637469 6.11982e-12
3.92114e-10 650218 6.31803e-12
3.99956e-10 663223 6.52254e-12
4.07955e-10 676488 6.73354e-12
4.16114e-10 690018 6.95123e-12
4.24436e-10 703818 7.17582e-12
4.32925e-10 717895 7.40752e-12
4.41584e-10 732253 7.64655e-12
4.50415e-10 746898 7.89314e-12
4.59424e-10 761837 8.14752e-12
4.68612e-10 777074 8.40994e-12
4.77984e-10 792616 8.68063e-12
4.87544e-10 808468 8.95986e-12
4.97295e-10 824638 9.24789e-12
5.07241e-10 841131 9.54499e-12
5.17386e-10 857954 9.85143e-12
5.27733e-10 875113 1.01675e-11
5.38288e-10 892616 1.04935e-11
5.49054e-10 910469 1.08297e-11
5.60035e-10 928678 1.11765e-11
5.71235e-10 947252 1.15342e-11
5.8266e-10 966198 1.1903e-11
5.94313e-10 985522 1.22834e-11
